[2026-09-25T01:43:39.960937Z] new extension in runs/extension: 14928 planned calls
[2026-09-25T01:43:40.478293Z] model block: qwen3-coder:30b (repeat 1)
[2026-09-25T02:24:09.305541Z] 996/14928 r1-qwen3-coder_30b-s0474-hidden valid=True action=BTC latency=1.8s
[2026-09-25T02:24:12.199882Z] 997/14928 r1-qwen3-coder_30b-s0916-exposed valid=True action=CASH latency=2.9s
[2026-09-25T02:24:13.846918Z] 998/14928 r1-qwen3-coder_30b-s0916-hidden valid=True action=CASH latency=1.6s
[2026-09-25T02:24:15.649467Z] 999/14928 r1-qwen3-coder_30b-s1139-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T02:24:18.940482Z] 1000/14928 r1-qwen3-coder_30b-s1139-exposed valid=True action=ABSTAIN latency=3.3s
[2026-09-25T02:24:21.498771Z] 1001/14928 r1-qwen3-coder_30b-s1064-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:24:24.465591Z] 1002/14928 r1-qwen3-coder_30b-s1064-exposed valid=True action=BTC latency=3.0s
[2026-09-25T02:24:26.458532Z] 1003/14928 r1-qwen3-coder_30b-s0791-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:24:29.657228Z] 1004/14928 r1-qwen3-coder_30b-s0791-exposed valid=True action=BTC latency=3.2s
[2026-09-25T02:24:32.561735Z] 1005/14928 r1-qwen3-coder_30b-s1023-exposed valid=True action=BTC latency=2.9s
[2026-09-25T02:24:34.417530Z] 1006/14928 r1-qwen3-coder_30b-s1023-hidden valid=True action=BTC latency=1.9s
[2026-09-25T02:24:36.226920Z] 1007/14928 r1-qwen3-coder_30b-s0358-hidden valid=True action=CASH latency=1.8s
[2026-09-25T02:24:38.720616Z] 1008/14928 r1-qwen3-coder_30b-s0358-exposed valid=True action=CASH latency=2.5s
[2026-09-25T02:24:41.493652Z] 1009/14928 r1-qwen3-coder_30b-s0110-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T02:24:43.103801Z] 1010/14928 r1-qwen3-coder_30b-s0110-hidden valid=True action=BTC latency=1.6s
[2026-09-25T02:24:46.335293Z] 1011/14928 r1-qwen3-coder_30b-s0717-exposed valid=True action=BTC latency=3.2s
[2026-09-25T02:24:48.306260Z] 1012/14928 r1-qwen3-coder_30b-s0717-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:24:51.658032Z] 1013/14928 r1-qwen3-coder_30b-s0929-exposed valid=True action=ABSTAIN latency=3.3s
[2026-09-25T02:24:53.499439Z] 1014/14928 r1-qwen3-coder_30b-s0929-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T02:24:55.263226Z] 1015/14928 r1-qwen3-coder_30b-s0237-hidden valid=True action=CASH latency=1.8s
[2026-09-25T02:24:58.358709Z] 1016/14928 r1-qwen3-coder_30b-s0237-exposed valid=True action=CASH latency=3.1s
[2026-09-25T02:25:00.161813Z] 1017/14928 r1-qwen3-coder_30b-s1112-hidden valid=True action=BTC latency=1.8s
[2026-09-25T02:25:03.262452Z] 1018/14928 r1-qwen3-coder_30b-s1112-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T02:25:06.218918Z] 1019/14928 r1-qwen3-coder_30b-s0964-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T02:25:07.987329Z] 1020/14928 r1-qwen3-coder_30b-s0964-hidden valid=True action=BTC latency=1.8s
[2026-09-25T02:25:10.854086Z] 1021/14928 r1-qwen3-coder_30b-s0318-exposed valid=True action=CASH latency=2.9s
[2026-09-25T02:25:12.511754Z] 1022/14928 r1-qwen3-coder_30b-s0318-hidden valid=True action=CASH latency=1.7s
[2026-09-25T02:25:15.748120Z] 1023/14928 r1-qwen3-coder_30b-s0197-exposed valid=True action=CASH latency=3.2s
[2026-09-25T02:25:17.609789Z] 1024/14928 r1-qwen3-coder_30b-s0197-hidden valid=True action=CASH latency=1.9s
[2026-09-25T02:25:19.351963Z] 1025/14928 r1-qwen3-coder_30b-s1202-hidden valid=True action=BTC latency=1.7s
[2026-09-25T02:25:22.147057Z] 1026/14928 r1-qwen3-coder_30b-s1202-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T02:25:23.895600Z] 1027/14928 r1-qwen3-coder_30b-s0254-hidden valid=True action=CASH latency=1.7s
[2026-09-25T02:25:26.760002Z] 1028/14928 r1-qwen3-coder_30b-s0254-exposed valid=True action=CASH latency=2.9s
[2026-09-25T02:25:29.926223Z] 1029/14928 r1-qwen3-coder_30b-s0160-exposed valid=True action=CASH latency=3.2s
[2026-09-25T02:25:31.582727Z] 1030/14928 r1-qwen3-coder_30b-s0160-hidden valid=True action=CASH latency=1.7s
[2026-09-25T02:25:34.844586Z] 1031/14928 r1-qwen3-coder_30b-s0393-exposed valid=True action=BTC latency=3.2s
[2026-09-25T02:25:36.762178Z] 1032/14928 r1-qwen3-coder_30b-s0393-hidden valid=True action=BTC latency=1.9s
[2026-09-25T02:25:38.537643Z] 1033/14928 r1-qwen3-coder_30b-s0063-hidden valid=True action=CASH latency=1.8s
[2026-09-25T02:25:41.071057Z] 1034/14928 r1-qwen3-coder_30b-s0063-exposed valid=True action=CASH latency=2.5s
[2026-09-25T02:25:44.145051Z] 1035/14928 r1-qwen3-coder_30b-s0721-exposed valid=True action=BTC latency=3.1s
[2026-09-25T02:25:46.162447Z] 1036/14928 r1-qwen3-coder_30b-s0721-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:25:47.893249Z] 1037/14928 r1-qwen3-coder_30b-s0081-hidden valid=True action=CASH latency=1.7s
[2026-09-25T02:25:50.638988Z] 1038/14928 r1-qwen3-coder_30b-s0081-exposed valid=True action=CASH latency=2.7s
[2026-09-25T02:25:53.730030Z] 1039/14928 r1-qwen3-coder_30b-s0688-exposed valid=True action=BTC latency=3.1s
[2026-09-25T02:25:55.737868Z] 1040/14928 r1-qwen3-coder_30b-s0688-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:25:57.620858Z] 1041/14928 r1-qwen3-coder_30b-s0691-hidden valid=True action=BTC latency=1.9s
[2026-09-25T02:26:00.662671Z] 1042/14928 r1-qwen3-coder_30b-s0691-exposed valid=True action=BTC latency=3.0s
[2026-09-25T02:26:02.314442Z] 1043/14928 r1-qwen3-coder_30b-s0094-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T02:26:04.933841Z] 1044/14928 r1-qwen3-coder_30b-s0094-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T02:26:06.906298Z] 1045/14928 r1-qwen3-coder_30b-s1056-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:26:10.073340Z] 1046/14928 r1-qwen3-coder_30b-s1056-exposed valid=True action=BTC latency=3.2s
[2026-09-25T02:26:11.834032Z] 1047/14928 r1-qwen3-coder_30b-s0204-hidden valid=True action=CASH latency=1.8s
[2026-09-25T02:26:14.727556Z] 1048/14928 r1-qwen3-coder_30b-s0204-exposed valid=True action=CASH latency=2.9s
[2026-09-25T02:26:16.610278Z] 1049/14928 r1-qwen3-coder_30b-s0183-hidden valid=True action=CASH latency=1.9s
[2026-09-25T02:26:19.718147Z] 1050/14928 r1-qwen3-coder_30b-s0183-exposed valid=True action=CASH latency=3.1s
[2026-09-25T02:26:22.608856Z] 1051/14928 r1-qwen3-coder_30b-s0823-exposed valid=True action=BTC latency=2.9s
[2026-09-25T02:26:24.632672Z] 1052/14928 r1-qwen3-coder_30b-s0823-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:26:27.653327Z] 1053/14928 r1-qwen3-coder_30b-s0851-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T02:26:29.548631Z] 1054/14928 r1-qwen3-coder_30b-s0851-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T02:26:31.426871Z] 1055/14928 r1-qwen3-coder_30b-s0965-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T02:26:34.345519Z] 1056/14928 r1-qwen3-coder_30b-s0965-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T02:26:36.333898Z] 1057/14928 r1-qwen3-coder_30b-s0805-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:26:39.397573Z] 1058/14928 r1-qwen3-coder_30b-s0805-exposed valid=True action=BTC latency=3.1s
[2026-09-25T02:26:42.096895Z] 1059/14928 r1-qwen3-coder_30b-s0287-exposed valid=True action=CASH latency=2.7s
[2026-09-25T02:26:43.875068Z] 1060/14928 r1-qwen3-coder_30b-s0287-hidden valid=True action=CASH latency=1.8s
[2026-09-25T02:26:45.804318Z] 1061/14928 r1-qwen3-coder_30b-s0512-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T02:26:48.817543Z] 1062/14928 r1-qwen3-coder_30b-s0512-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T02:26:50.577360Z] 1063/14928 r1-qwen3-coder_30b-s0067-hidden valid=True action=CASH latency=1.8s
[2026-09-25T02:26:53.377533Z] 1064/14928 r1-qwen3-coder_30b-s0067-exposed valid=True action=CASH latency=2.8s
[2026-09-25T02:26:56.363360Z] 1065/14928 r1-qwen3-coder_30b-s0021-exposed valid=True action=CASH latency=3.0s
[2026-09-25T02:26:58.102945Z] 1066/14928 r1-qwen3-coder_30b-s0021-hidden valid=True action=CASH latency=1.7s
[2026-09-25T02:26:59.964810Z] 1067/14928 r1-qwen3-coder_30b-s0305-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T02:27:02.771538Z] 1068/14928 r1-qwen3-coder_30b-s0305-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T02:27:04.264511Z] 1069/14928 r1-qwen3-coder_30b-s0852-hidden valid=True action=CASH latency=1.5s
[2026-09-25T02:27:07.395603Z] 1070/14928 r1-qwen3-coder_30b-s0852-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T02:27:09.419959Z] 1071/14928 r1-qwen3-coder_30b-s0668-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:27:12.447117Z] 1072/14928 r1-qwen3-coder_30b-s0668-exposed valid=True action=BTC latency=3.0s
[2026-09-25T02:27:15.673224Z] 1073/14928 r1-qwen3-coder_30b-s0821-exposed valid=True action=BTC latency=3.2s
[2026-09-25T02:27:17.643410Z] 1074/14928 r1-qwen3-coder_30b-s0821-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:27:19.670975Z] 1075/14928 r1-qwen3-coder_30b-s1123-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:27:22.564114Z] 1076/14928 r1-qwen3-coder_30b-s1123-exposed valid=True action=BTC latency=2.9s
[2026-09-25T02:27:25.612883Z] 1077/14928 r1-qwen3-coder_30b-s1090-exposed valid=True action=BTC latency=3.0s
[2026-09-25T02:27:27.624279Z] 1078/14928 r1-qwen3-coder_30b-s1090-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:27:29.702338Z] 1079/14928 r1-qwen3-coder_30b-s0407-hidden valid=True action=BTC latency=2.1s
[2026-09-25T02:27:32.571398Z] 1080/14928 r1-qwen3-coder_30b-s0407-exposed valid=True action=BTC latency=2.9s
[2026-09-25T02:27:35.515710Z] 1081/14928 r1-qwen3-coder_30b-s0833-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T02:27:37.360487Z] 1082/14928 r1-qwen3-coder_30b-s0833-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T02:27:39.245340Z] 1083/14928 r1-qwen3-coder_30b-s1027-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T02:27:42.188396Z] 1084/14928 r1-qwen3-coder_30b-s1027-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T02:27:44.088660Z] 1085/14928 r1-qwen3-coder_30b-s0315-hidden valid=True action=CASH latency=1.9s
[2026-09-25T02:27:46.983644Z] 1086/14928 r1-qwen3-coder_30b-s0315-exposed valid=True action=CASH latency=2.9s
[2026-09-25T02:27:49.539323Z] 1087/14928 r1-qwen3-coder_30b-s0475-exposed valid=True action=BTC latency=2.6s
[2026-09-25T02:27:51.557700Z] 1088/14928 r1-qwen3-coder_30b-s0475-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:27:54.619637Z] 1089/14928 r1-qwen3-coder_30b-s0848-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T02:27:56.426728Z] 1090/14928 r1-qwen3-coder_30b-s0848-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T02:27:58.618636Z] 1091/14928 r1-qwen3-coder_30b-s0973-hidden valid=True action=BTC latency=2.2s
[2026-09-25T02:28:01.510806Z] 1092/14928 r1-qwen3-coder_30b-s0973-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T02:28:03.326424Z] 1093/14928 r1-qwen3-coder_30b-s1170-hidden valid=True action=CASH latency=1.8s
[2026-09-25T02:28:06.127003Z] 1094/14928 r1-qwen3-coder_30b-s1170-exposed valid=True action=CASH latency=2.8s
[2026-09-25T02:28:09.141655Z] 1095/14928 r1-qwen3-coder_30b-s0422-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T02:28:10.979539Z] 1096/14928 r1-qwen3-coder_30b-s0422-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T02:28:13.012961Z] 1097/14928 r1-qwen3-coder_30b-s1099-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:28:16.140388Z] 1098/14928 r1-qwen3-coder_30b-s1099-exposed valid=True action=BTC latency=3.1s
[2026-09-25T02:28:18.022070Z] 1099/14928 r1-qwen3-coder_30b-s0968-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T02:28:20.849766Z] 1100/14928 r1-qwen3-coder_30b-s0968-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T02:28:23.137854Z] 1101/14928 r1-qwen3-coder_30b-s0042-hidden valid=True action=CASH latency=1.7s
[2026-09-25T02:28:25.698274Z] 1102/14928 r1-qwen3-coder_30b-s0042-exposed valid=True action=CASH latency=2.6s
[2026-09-25T02:28:27.640493Z] 1103/14928 r1-qwen3-coder_30b-s0376-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T02:28:30.817121Z] 1104/14928 r1-qwen3-coder_30b-s0376-exposed valid=True action=ABSTAIN latency=3.2s
[2026-09-25T02:28:33.886322Z] 1105/14928 r1-qwen3-coder_30b-s0630-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T02:28:35.713622Z] 1106/14928 r1-qwen3-coder_30b-s0630-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T02:28:38.978326Z] 1107/14928 r1-qwen3-coder_30b-s0387-exposed valid=True action=BTC latency=3.3s
[2026-09-25T02:28:40.916092Z] 1108/14928 r1-qwen3-coder_30b-s0387-hidden valid=True action=BTC latency=1.9s
[2026-09-25T02:28:42.997337Z] 1109/14928 r1-qwen3-coder_30b-s0974-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T02:28:45.921317Z] 1110/14928 r1-qwen3-coder_30b-s0974-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T02:28:48.730197Z] 1111/14928 r1-qwen3-coder_30b-s1190-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T02:28:50.345230Z] 1112/14928 r1-qwen3-coder_30b-s1190-hidden valid=True action=CASH latency=1.6s
[2026-09-25T02:28:52.358850Z] 1113/14928 r1-qwen3-coder_30b-s0807-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:28:55.378711Z] 1114/14928 r1-qwen3-coder_30b-s0807-exposed valid=True action=BTC latency=3.0s
[2026-09-25T02:28:58.531276Z] 1115/14928 r1-qwen3-coder_30b-s0193-exposed valid=True action=CASH latency=3.1s
[2026-09-25T02:29:00.288433Z] 1116/14928 r1-qwen3-coder_30b-s0193-hidden valid=True action=CASH latency=1.8s
[2026-09-25T02:29:03.111596Z] 1117/14928 r1-qwen3-coder_30b-s0879-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T02:29:04.994631Z] 1118/14928 r1-qwen3-coder_30b-s0879-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T02:29:08.076659Z] 1119/14928 r1-qwen3-coder_30b-s0521-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T02:29:09.945273Z] 1120/14928 r1-qwen3-coder_30b-s0521-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T02:29:11.914699Z] 1121/14928 r1-qwen3-coder_30b-s1071-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:29:14.903679Z] 1122/14928 r1-qwen3-coder_30b-s1071-exposed valid=True action=BTC latency=3.0s
[2026-09-25T02:29:17.826440Z] 1123/14928 r1-qwen3-coder_30b-s0200-exposed valid=True action=CASH latency=2.9s
[2026-09-25T02:29:19.604906Z] 1124/14928 r1-qwen3-coder_30b-s0200-hidden valid=True action=CASH latency=1.8s
[2026-09-25T02:29:22.690027Z] 1125/14928 r1-qwen3-coder_30b-s0741-exposed valid=True action=BTC latency=3.1s
[2026-09-25T02:29:24.709013Z] 1126/14928 r1-qwen3-coder_30b-s0741-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:29:26.461646Z] 1127/14928 r1-qwen3-coder_30b-s0244-hidden valid=True action=CASH latency=1.7s
[2026-09-25T02:29:29.318787Z] 1128/14928 r1-qwen3-coder_30b-s0244-exposed valid=True action=CASH latency=2.9s
[2026-09-25T02:29:32.372368Z] 1129/14928 r1-qwen3-coder_30b-s0768-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T02:29:34.183700Z] 1130/14928 r1-qwen3-coder_30b-s0768-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T02:29:36.064755Z] 1131/14928 r1-qwen3-coder_30b-s0432-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T02:29:38.932868Z] 1132/14928 r1-qwen3-coder_30b-s0432-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T02:29:40.816874Z] 1133/14928 r1-qwen3-coder_30b-s0614-hidden valid=True action=BTC latency=1.9s
[2026-09-25T02:29:43.643356Z] 1134/14928 r1-qwen3-coder_30b-s0614-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T02:29:45.621026Z] 1135/14928 r1-qwen3-coder_30b-s0470-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:29:48.847161Z] 1136/14928 r1-qwen3-coder_30b-s0470-exposed valid=True action=BTC latency=3.2s
[2026-09-25T02:29:51.677981Z] 1137/14928 r1-qwen3-coder_30b-s0596-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T02:29:53.559210Z] 1138/14928 r1-qwen3-coder_30b-s0596-hidden valid=True action=BTC latency=1.9s
[2026-09-25T02:29:55.196932Z] 1139/14928 r1-qwen3-coder_30b-s0880-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T02:29:58.158071Z] 1140/14928 r1-qwen3-coder_30b-s0880-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T02:30:00.416837Z] 1141/14928 r1-qwen3-coder_30b-s0871-hidden valid=True action=BTC latency=2.2s
[2026-09-25T02:30:03.490881Z] 1142/14928 r1-qwen3-coder_30b-s0871-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T02:30:05.434633Z] 1143/14928 r1-qwen3-coder_30b-s0987-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T02:30:08.894596Z] 1144/14928 r1-qwen3-coder_30b-s0987-exposed valid=True action=ABSTAIN latency=3.5s
[2026-09-25T02:30:10.859455Z] 1145/14928 r1-qwen3-coder_30b-s1059-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:30:14.017692Z] 1146/14928 r1-qwen3-coder_30b-s1059-exposed valid=True action=BTC latency=3.2s
[2026-09-25T02:30:17.119041Z] 1147/14928 r1-qwen3-coder_30b-s1214-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T02:30:19.204837Z] 1148/14928 r1-qwen3-coder_30b-s1214-hidden valid=True action=BTC latency=2.1s
[2026-09-25T02:30:22.393481Z] 1149/14928 r1-qwen3-coder_30b-s0180-exposed valid=True action=CASH latency=3.2s
[2026-09-25T02:30:24.276587Z] 1150/14928 r1-qwen3-coder_30b-s0180-hidden valid=True action=CASH latency=1.9s
[2026-09-25T02:30:26.176773Z] 1151/14928 r1-qwen3-coder_30b-s1132-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T02:30:29.339425Z] 1152/14928 r1-qwen3-coder_30b-s1132-exposed valid=True action=ABSTAIN latency=3.2s
[2026-09-25T02:30:32.435686Z] 1153/14928 r1-qwen3-coder_30b-s1158-exposed valid=True action=CASH latency=3.1s
[2026-09-25T02:30:34.175740Z] 1154/14928 r1-qwen3-coder_30b-s1158-hidden valid=True action=CASH latency=1.7s
[2026-09-25T02:30:36.988703Z] 1155/14928 r1-qwen3-coder_30b-s0034-exposed valid=True action=CASH latency=2.8s
[2026-09-25T02:30:38.714483Z] 1156/14928 r1-qwen3-coder_30b-s0034-hidden valid=True action=CASH latency=1.7s
[2026-09-25T02:30:41.750557Z] 1157/14928 r1-qwen3-coder_30b-s0899-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T02:30:43.797218Z] 1158/14928 r1-qwen3-coder_30b-s0899-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T02:30:45.753110Z] 1159/14928 r1-qwen3-coder_30b-s1044-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:30:48.847318Z] 1160/14928 r1-qwen3-coder_30b-s1044-exposed valid=True action=BTC latency=3.1s
[2026-09-25T02:30:50.582134Z] 1161/14928 r1-qwen3-coder_30b-s0221-hidden valid=True action=CASH latency=1.7s
[2026-09-25T02:30:53.441032Z] 1162/14928 r1-qwen3-coder_30b-s0221-exposed valid=True action=CASH latency=2.9s
[2026-09-25T02:30:56.478789Z] 1163/14928 r1-qwen3-coder_30b-s0532-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T02:30:58.627306Z] 1164/14928 r1-qwen3-coder_30b-s0532-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T02:31:01.472820Z] 1165/14928 r1-qwen3-coder_30b-s0904-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T02:31:03.619754Z] 1166/14928 r1-qwen3-coder_30b-s0904-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T02:31:05.770607Z] 1167/14928 r1-qwen3-coder_30b-s0969-hidden valid=True action=BTC latency=2.1s
[2026-09-25T02:31:08.730429Z] 1168/14928 r1-qwen3-coder_30b-s0969-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T02:31:11.682633Z] 1169/14928 r1-qwen3-coder_30b-s0613-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T02:31:13.301783Z] 1170/14928 r1-qwen3-coder_30b-s0613-hidden valid=True action=BTC latency=1.6s
[2026-09-25T02:31:15.631665Z] 1171/14928 r1-qwen3-coder_30b-s0491-exposed valid=True action=BTC latency=2.3s
[2026-09-25T02:31:17.444968Z] 1172/14928 r1-qwen3-coder_30b-s0491-hidden valid=True action=BTC latency=1.8s
[2026-09-25T02:31:20.603620Z] 1173/14928 r1-qwen3-coder_30b-s0386-exposed valid=True action=BTC latency=3.2s
[2026-09-25T02:31:22.514827Z] 1174/14928 r1-qwen3-coder_30b-s0386-hidden valid=True action=BTC latency=1.9s
[2026-09-25T02:31:25.456099Z] 1175/14928 r1-qwen3-coder_30b-s0665-exposed valid=True action=BTC latency=2.9s
[2026-09-25T02:31:27.438534Z] 1176/14928 r1-qwen3-coder_30b-s0665-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:31:29.932860Z] 1177/14928 r1-qwen3-coder_30b-s1160-exposed valid=True action=CASH latency=2.5s
[2026-09-25T02:31:31.548960Z] 1178/14928 r1-qwen3-coder_30b-s1160-hidden valid=True action=CASH latency=1.6s
[2026-09-25T02:31:33.525024Z] 1179/14928 r1-qwen3-coder_30b-s0683-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:31:36.640343Z] 1180/14928 r1-qwen3-coder_30b-s0683-exposed valid=True action=BTC latency=3.1s
[2026-09-25T02:31:38.405833Z] 1181/14928 r1-qwen3-coder_30b-s0080-hidden valid=True action=CASH latency=1.8s
[2026-09-25T02:31:41.326616Z] 1182/14928 r1-qwen3-coder_30b-s0080-exposed valid=True action=CASH latency=2.9s
[2026-09-25T02:31:44.815536Z] 1183/14928 r1-qwen3-coder_30b-s0951-exposed valid=True action=ABSTAIN latency=3.5s
[2026-09-25T02:31:46.764765Z] 1184/14928 r1-qwen3-coder_30b-s0951-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T02:31:49.902239Z] 1185/14928 r1-qwen3-coder_30b-s0456-exposed valid=True action=BTC latency=3.1s
[2026-09-25T02:31:51.892269Z] 1186/14928 r1-qwen3-coder_30b-s0456-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:31:53.833426Z] 1187/14928 r1-qwen3-coder_30b-s0773-hidden valid=True action=BTC latency=1.9s
[2026-09-25T02:31:56.802993Z] 1188/14928 r1-qwen3-coder_30b-s0773-exposed valid=True action=BTC latency=3.0s
[2026-09-25T02:31:58.665081Z] 1189/14928 r1-qwen3-coder_30b-s0298-hidden valid=True action=BTC latency=1.9s
[2026-09-25T02:32:01.388336Z] 1190/14928 r1-qwen3-coder_30b-s0298-exposed valid=True action=ABSTAIN latency=2.7s
